kepoi_name,kepler_name,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,target
K01332.01,Kepler-288 c,1.0,0,0,0,0,19.30581662,7.889e-05,-7.889e-05,373.18998,0.00269,-0.00269,0.001,0.419,-0.001,4.2902,0.0808,-0.0808,709.1,20.7,-20.7,4.0,0.62,-0.93,815.0,,,104.41,43.45,-46.1,36.3,1.0,5661.0,85.0,-77.0,04.09,0.203,-0.087,1.522,0.236,-0.353,15.151,1
K01383.01,,0.383,0,1,0,0,3.221785738,9.63e-07,-9.63e-07,136.141517,0.000249,-0.000249,0.777,0.012,-0.003,3.3411,0.0165,-0.0165,46379.0,241.0,-241.0,25.03,7.84,-3.36,1357.0,,,800.37,735.23,-276.02,336.4,1.0,6250.0,169.0,-206.0,4.411,0.087,-0.203,1.041,0.326,-0.14,14.601,0
K01384.01,,0.0,1,0,0,0,0.6243875,"6,00E-08","-6,00E-08",133.0436541,7.91e-05,-7.91e-05,1.157,0.065,-0.05,1.92102,0.0026,-0.0026,36855.0,62.4,-62.4,29.45,02.05,-2.05,1639.0,,,1693.36,486.44,-411.62,628.3,2.0,5211.0,156.0,-172.0,4.644,0.066,-0.039,0.618,0.043,-0.043,15.487,0
K01385.01,,0.0,0,1,0,0,18.610092584,1.958e-06,-1.958e-06,139.0850449,8.71e-05,-8.71e-05,1.258,0.04,-0.174,4.98308,0.00517,-0.00517,50834.0,39.2,-39.2,55.23,15.32,-5.08,686.0,,,52.24,42.55,-14.57,1309.3,1.0,6077.0,164.0,-200.0,4.526,0.046,-0.184,0.891,0.247,-0.082,15.84,0
K00165.01,Kepler-478 b,1.0,0,0,0,0,13.22175358,1.342e-05,-1.342e-05,139.570627,0.000829,-0.000829,0.451,0.007,-0.445,2.7884,0.0322,-0.0322,876.5,11.0,-11.0,2.38,0.18,-0.12,640.0,,,39.56,9.88,-6.43,93.6,1.0,5211.0,103.0,-103.0,4.556,0.032,-0.059,0.799,0.06,-0.038,13.938,1
K01386.01,,0.0,0,1,0,0,1.137525054,1.49e-07,-1.49e-07,133.805565,0.000109,-0.000109,1.238,0.054,-0.05,2.68228,0.00463,-0.00463,18006.0,21.7,-21.7,42.74,12.18,-5.2,1746.0,,,2197.52,1839.82,-697.33,633.1,1.0,5912.0,160.0,-178.0,4.467,0.081,-0.189,0.937,0.267,-0.114,15.452,0
K01387.01,,0.0,0,1,0,0,23.799939273,1.628e-06,-1.628e-06,152.5654761,5.51e-05,-5.51e-05,1.137,0.038,-0.096,5.02319,0.00348,-0.00348,60186.0,23.5,-23.5,51.74,15.58,-5.56,637.0,,,38.92,34.34,-11.48,2065.8,1.0,5934.0,160.0,-178.0,4.473,0.067,-0.202,0.957,0.288,-0.103,14.669,0
K01445.01,Kepler-853 b,0.998,0,0,0,0,7.16893064,2.574e-05,-2.574e-05,135.67854,0.00301,-0.00301,0.573,0.362,-0.355,4.6766,0.0866,-0.0866,112.8,3.4,-3.4,1.61,0.31,-0.28,1187.0,,,469.56,248.31,-177.32,36.3,1.0,6221.0,113.0,-138.0,4.198,0.13,-0.13,1.458,0.281,-0.255,12.32,1
K01446.01,,0.0,0,1,0,0,1.22775877,3.39e-07,-3.39e-07,133.78679,0.000229,-0.000229,1.111,1.302,-0.103,2.7545,0.0182,-0.0182,46148.0,195.0,-195.0,48.79,16.36,-5.46,1859.0,,,2809.86,2701.9,-874.28,292.7,1.0,6207.0,150.0,-206.0,4.412,0.072,-0.203,1.044,0.35,-0.117,13.184,0
K01447.01,,0.0,0,1,0,0,40.24649897,1.605e-05,-1.605e-05,161.306577,0.000342,-0.000342,0.877,0.062,-0.058,6.0203,0.0172,-0.0172,159410.0,421.0,-421.0,97.54,25.96,-31.73,768.0,,,82.27,65.23,-49.85,420.9,1.0,6594.0,187.0,-234.0,4.051,0.293,-0.158,1.691,0.45,-0.55,13.092,0
K01447.02,,0.957,0,1,0,0,2.27999662,1.07e-06,-1.07e-06,133.640649,0.000391,-0.000391,0.739,0.007,-0.011,5.7777,0.0362,-0.0362,12831.0,51.5,-51.5,20.74,5.52,-6.75,2000.0,,,3775.07,2992.77,-2287.62,366.8,2.0,6594.0,187.0,-234.0,4.051,0.293,-0.158,1.691,0.45,-0.55,13.092,0
K01448.01,,0.867,0,1,0,0,2.48658617,2.396e-06,-2.396e-06,134.110364,0.000781,-0.000781,0.079,0.192,-0.079,2.7189,0.0394,-0.0394,42122.0,549.0,-549.0,24.39,7.64,-3.28,1461.0,,,1077.69,1009.67,-378.33,91.6,1.0,5892.0,174.0,-208.0,4.35,0.087,-0.203,1.198,0.375,-0.161,15.418,0
K01270.01,Kepler-57 b,1.0,0,0,0,0,5.729317577,4.529e-06,-4.529e-06,138.559971,0.000641,-0.000641,0.597,0.297,-0.389,1.1816,0.0247,-0.0247,865.4,17.7,-17.7,2.41,0.38,-0.2,850.0,,,123.03,61.68,-30.46,59.0,1.0,5320.0,159.0,-143.0,4.589,0.028,-0.105,0.786,0.122,-0.066,14.809,1
K00156.03,Kepler-114 d,1.0,0,0,0,0,11.776132317,6.963e-06,-6.963e-06,142.705753,0.000498,-0.000498,0.54,0.266,-0.335,2.8971,0.0261,-0.0261,1430.8,9.6,-9.6,02.08,0.13,-0.12,446.0,,,9.37,02.04,-1.75,163.5,1.0,3980.0,79.0,-79.0,4.722,0.03,-0.033,0.54,0.033,-0.033,13.738,1
K01270.02,Kepler-57 c,1.0,0,0,0,0,11.60908533,2.51e-05,-2.51e-05,133.99324,0.00175,-0.00175,0.03,0.426,-0.03,2.2603,0.0523,-0.0523,489.3,15.9,-15.9,1.71,0.26,-0.15,671.0,,,48.06,24.09,-11.9,34.1,2.0,5320.0,159.0,-143.0,4.589,0.028,-0.105,0.786,0.122,-0.066,14.809,1
K01272.01,,,0,1,0,1,0.530967162,4.65e-07,-4.65e-07,133.849416,0.000732,-0.000732,1.167,0.1302,-0.0628,3.3659,0.0493,-0.0493,244.9,2.6,-2.6,23.72,13.19,-3.3,2704.0,,,12644.75,21173.2,-4425.78,125.5,1.0,6449.0,163.0,-208.0,4.316,0.104,-0.31,1.193,0.663,-0.166,13.586,0
K01273.01,Kepler-802 b,0.927,0,0,0,0,40.05881661,9.527e-05,-9.527e-05,169.91063,0.00193,-0.00193,0.819,0.013,-0.572,5.595,0.108,-0.108,1239.4,22.4,-22.4,3.43,0.98,-0.31,489.0,,,13.57,11.36,-3.61,62.6,1.0,5668.0,152.0,-169.0,4.545,0.034,-0.195,0.868,0.248,-0.078,14.862,1
K01332.02,Kepler-288 b,0.999,0,0,0,0,6.09747233,5.337e-05,-5.337e-05,354.05919,0.00638,-0.00638,0.012,0.446,-0.012,3.431,0.158,-0.158,217.6,14.2,-14.2,2.22,0.34,-0.52,1197.0,,,485.84,202.17,-214.51,17.4,3.0,5661.0,85.0,-77.0,04.09,0.203,-0.087,1.522,0.236,-0.353,15.151,1
K01332.03,Kepler-288 d,0.991,0,0,0,0,56.637918,0.0007039,-0.0007039,135.51975,0.00989,-0.00989,0.298,0.184,-0.298,6.172,0.26,-0.26,589.7,30.8,-30.8,3.68,0.57,-0.85,570.0,,,24.87,10.35,-10.98,20.9,2.0,5661.0,85.0,-77.0,04.09,0.203,-0.087,1.522,0.236,-0.353,15.151,1
K01333.01,,0.0,0,0,1,1,2.243016513,4.519e-06,-4.519e-06,133.45086,0.00184,-0.00184,0.737,0.172,-0.737,2.721,0.557,-0.557,299.6,17.3,-17.3,1.37,0.26,-0.12,1167.0,,,438.46,264.13,-107.87,59.1,1.0,5462.0,162.0,-146.0,4.614,0.03,-0.12,0.732,0.142,-0.061,13.98,0
K01334.01,,0.0,0,1,1,1,8.6531216,3.451e-05,-3.451e-05,134.30147,0.00341,-0.00341,1.214,36.04,-0.635,4.39,0.163,-0.163,654.8,21.8,-21.8,22.58,5.25,-1.64,772.0,,,84.05,59.78,-20.14,35.7,1.0,5421.0,164.0,-164.0,4.564,0.028,-0.171,0.852,0.198,-0.062,15.454,0
K00159.01,Kepler-115 c,1.0,0,0,0,0,8.99088621,1.135e-05,-1.135e-05,136.73923,0.00107,-0.00107,0.77,0.016,-0.529,4.2447,0.0306,-0.0306,469.7,5.4,-5.4,2.78,0.46,-0.39,960.0,,,200.35,92.7,-62.82,93.6,1.0,5881.0,105.0,-117.0,4.315,0.115,-0.115,1.171,0.196,-0.161,13.431,1
K01388.01,,0.0,0,1,0,0,34.064566412,6.859e-06,-6.859e-06,150.452048,0.000163,-0.000163,0.524,0.009,0.0,9.6114,0.0117,-0.0117,28450.0,26.3,-26.3,15.57,4.69,-1.57,570.0,,,25.0,22.27,-7.47,1305.9,1.0,6161.0,172.0,-215.0,4.517,0.052,-0.208,0.892,0.269,-0.09,15.443,0
K01389.01,,0.0,0,1,0,0,4.350087749,1.818e-06,-1.818e-06,134.800238,0.000349,-0.000349,0.986,5.892,-0.034,2.6428,0.023,-0.023,23593.0,145.0,-145.0,24.77,7.8,-2.6,1136.0,,,393.2,362.17,-117.38,192.2,1.0,6060.0,162.0,-198.0,4.495,0.052,-0.208,0.953,0.3,-0.1,14.855,0
K01390.01,,0.0,0,1,0,0,1.744101106,6.45e-07,-6.45e-07,134.50867,0.000314,-0.000314,0.618,0.169,-0.341,1.5497,0.0626,-0.0626,9681.4,78.8,-78.8,7.21,0.3,-0.56,1016.0,,,251.54,55.67,-64.24,152.6,1.0,4368.0,132.0,-145.0,4.593,0.049,-0.018,0.703,0.029,-0.054,15.702,0
K01391.01,,0.0,0,1,0,0,7.981187121,2.283e-06,-2.283e-06,133.802114,0.00024,-0.00024,1.036,0.342,-0.053,1.8071,0.0132,-0.0132,7609.5,46.2,-46.2,18.75,06.06,-2.03,966.0,,,205.88,197.13,-61.93,202.1,1.0,6217.0,175.0,-197.0,4.472,0.054,-0.216,0.989,0.32,-0.107,14.36,0
K01392.01,,0.087,0,0,1,0,4.118775582,4.215e-06,-4.215e-06,357.261244,0.000706,-0.000706,0.754,0.063,-0.244,3.76,0.117,-0.117,2647.7,25.5,-25.5,4.48,1.15,-0.38,1067.0,,,306.75,241.38,-84.39,125.6,1.0,5944.0,186.0,-207.0,4.579,0.033,-0.176,0.802,0.206,-0.069,15.797,0
K01453.01,,0.0,0,1,1,0,0.971933156,2.54e-07,-2.54e-07,133.853925,0.000228,-0.000228,1.42,0.23,-0.297,1.9265,0.0131,-0.0131,4786.0,27.6,-27.6,50.75,12.87,-6.92,1754.0,,,2240.48,1725.09,-762.59,223.1,1.0,5592.0,169.0,-169.0,4.445,0.098,-0.182,0.931,0.236,-0.127,15.289,0
K01454.01,,0.0,0,1,0,0,121.5991278,0.0001922,-0.0001922,137.27469,0.00128,-0.00128,5.011,69.17,-1.954,15.1596,0.0581,-0.0581,10537.0,41.9,-41.9,379.63,106.7,-33.17,358.0,,,3.87,3.18,-1.01,297.0,1.0,6036.0,161.0,-179.0,4.551,0.036,-0.192,0.847,0.238,-0.074,14.6,0
K01456.01,Kepler-855 b,1.0,0,0,0,0,7.886632468,3.478e-06,-3.478e-06,360.514132,0.000308,-0.000308,0.048,0.1,-0.048,5.2147,0.0118,-0.0118,6331.2,18.3,-18.3,8.99,2.64,-1.76,996.0,,,232.07,205.05,-100.77,392.3,1.0,5847.0,176.0,-193.0,4.304,0.18,-0.18,1.135,0.333,-0.222,15.014,1
K01457.01,Kepler-856 b,1.0,0,0,0,0,8.027681123,1.97e-06,-1.97e-06,360.171355,0.000171,-0.000171,0.495,0.046,-0.148,3.0942,0.0307,-0.0307,8725.4,23.9,-23.9,8.43,2.25,-0.75,824.0,,,109.35,90.48,-29.96,461.5,1.0,5569.0,183.0,-183.0,4.546,0.033,-0.187,0.887,0.237,-0.079,15.57,1
K01274.01,Kepler-421 b,,0,0,0,0,704.962626,0.00905,-0.00905,492.77178,0.00398,-0.00398,0.8495,0.0063,-0.3772,18.003,0.732,-0.732,2319.1,58.1,-58.1,4.53,0.35,-0.36,178.0,,,0.24,0.06,-0.05,96.1,,5305.0,121.0,-95.0,4.489,0.076,-0.046,0.818,0.062,-0.066,13.354,1
K01275.01,Kepler-803 b,0.936,0,0,0,0,50.28635977,8.516e-05,-8.516e-05,167.63351,0.00133,-0.00133,0.018,0.326,-0.017,6.3212,0.0464,-0.0464,1119.3,12.8,-12.8,3.88,0.62,-0.56,543.0,,,20.59,09.07,-6.66,99.5,1.0,5900.0,105.0,-117.0,4.309,0.132,-0.108,1.167,0.185,-0.168,13.672,1
K01276.01,Kepler-1991 c,1.0,0,0,0,0,22.79020351,6.878e-05,-6.878e-05,138.68515,0.00257,-0.00257,0.036,0.415,-0.036,5.0394,0.079,-0.079,617.9,13.9,-13.9,2.57,0.36,-0.36,634.0,,,38.27,14.48,-11.44,47.7,1.0,5478.0,82.0,-74.0,4.354,0.132,-0.096,1.053,0.147,-0.147,14.766,1
K01276.02,Kepler-1991 b,1.0,0,0,0,0,13.26079792,9.795e-05,-9.795e-05,139.0988,0.00554,-0.00554,0.22,0.25,-0.22,3.912,0.169,-0.169,199.4,12.4,-12.4,1.47,0.2,-0.21,760.0,,,78.79,29.8,-23.55,17.6,2.0,5478.0,82.0,-74.0,4.354,0.132,-0.096,1.053,0.147,-0.147,14.766,1
K01277.01,,0.0,0,1,1,1,1.061932545,1.245e-06,-1.245e-06,133.850441,0.000978,-0.000978,0.713,0.112,-0.216,2.1429,0.0386,-0.0386,133.6,2.0,-2.0,2.29,0.48,-0.71,2508.0,,,9391.15,5840.09,-5394.87,80.2,1.0,6134.0,167.0,-167.0,3.975,0.259,-0.111,1.851,0.383,-0.575,12.953,0
K01335.01,Kepler-820 b,1.0,0,0,0,0,127.8334997,0.000404,-0.000404,293.41845,0.00249,-0.00249,0.416,0.035,-0.38,10.914,0.113,-0.113,1829.9,27.4,-27.4,9.46,1.56,-2.14,554.0,,,22.21,9.24,-9.6,76.9,1.0,6505.0,71.0,-84.0,3.973,0.18,-0.105,2.17,0.357,-0.492,13.968,1
K01336.01,Kepler-58 b,1.0,0,0,0,0,10.21864532,4.518e-05,-4.518e-05,136.8622,0.00377,-0.00377,0.416,0.034,-0.416,3.802,0.113,-0.113,445.3,18.0,-18.0,2.33,0.75,-0.33,920.0,,,169.13,166.28,-60.31,26.6,1.0,6100.0,193.0,-214.0,4.376,0.105,-0.195,1.083,0.35,-0.15,14.82,1
K01336.02,Kepler-58 c,1.0,0,0,0,0,15.573637,0.0001006,-0.0001006,132.44282,0.00436,-0.00436,0.946,0.005,-0.671,5.326,0.184,-0.184,468.1,19.6,-19.6,2.94,0.95,-0.41,799.0,,,96.38,94.75,-34.37,24.7,2.0,6100.0,193.0,-214.0,4.376,0.105,-0.195,1.083,0.35,-0.15,14.82,1
K01336.03,Kepler-58 d,1.0,0,0,0,0,40.1015561,0.0002904,-0.0002904,132.71244,0.00587,-0.00587,0.868,0.083,-0.623,5.246,0.19,-0.19,550.0,30.7,-30.7,2.92,0.95,-0.4,583.0,,,27.31,26.84,-9.74,19.0,3.0,6100.0,193.0,-214.0,4.376,0.105,-0.195,1.083,0.35,-0.15,14.82,1
K01336.04,Kepler-58 e,1.0,0,0,0,0,4.45814897,2.897e-05,-2.897e-05,134.39743,0.00472,-0.00472,0.754,0.223,-0.548,2.867,0.152,-0.152,188.1,14.5,-14.5,1.61,0.52,-0.22,1212.0,,,511.6,502.96,-182.45,14.3,4.0,6100.0,193.0,-214.0,4.376,0.105,-0.195,1.083,0.35,-0.15,14.82,1
K01394.01,,0.0,0,1,1,1,5.663621501,6.714e-06,-6.714e-06,133.89009,0.00105,-0.00105,0.169,0.27,-0.169,1.2968,0.0371,-0.0371,1225.0,36.0,-36.0,2.47,0.24,-0.19,774.0,,,84.76,29.76,-20.31,39.8,1.0,4917.0,148.0,-133.0,4.601,0.036,-0.054,0.723,0.069,-0.057,15.444,0
K01395.01,Kepler-1747 b,1.0,0,0,0,0,6.230335,1.007e-05,-1.007e-05,181.29566,0.00134,-0.00134,0.808,0.092,-0.595,1.6493,0.0514,-0.0514,1449.2,47.2,-47.2,3.7,0.74,-0.31,875.0,,,138.33,87.09,-37.97,31.6,1.0,5477.0,172.0,-191.0,4.557,0.027,-0.153,0.865,0.173,-0.074,15.977,1
K00166.01,Kepler-479 b,1.0,0,0,0,0,12.49340725,1.236e-05,-1.236e-05,138.462232,0.000841,-0.000841,0.594,0.27,-0.395,2.2614,0.0287,-0.0287,715.7,10.8,-10.8,2.2,0.17,-0.1,649.0,,,42.08,10.56,-6.76,76.2,1.0,5207.0,103.0,-103.0,4.561,0.032,-0.063,0.795,0.06,-0.037,13.575,1
K01396.01,Kepler-294 c,1.0,0,0,0,0,6.62643441,1.661e-05,-1.661e-05,183.98789,0.00192,-0.00192,0.111,0.302,-0.111,3.1752,0.0609,-0.0609,814.6,21.7,-21.7,2.54,0.31,-0.12,895.0,,,151.59,49.33,-22.13,40.6,1.0,5616.0,76.0,-84.0,4.529,0.018,-0.102,0.903,0.109,-0.043,15.843,1
K01396.02,Kepler-294 b,0.992,0,0,0,0,3.70122061,1.382e-05,-1.382e-05,180.27172,0.00309,-0.00309,0.178,0.265,-0.178,2.523,0.102,-0.102,327.4,18.7,-18.7,1.62,0.19,-0.08,1087.0,,,330.02,107.38,-48.19,19.6,2.0,5616.0,76.0,-84.0,4.529,0.018,-0.102,0.903,0.109,-0.043,15.843,1
K01207.01,Kepler-790 b,1.0,0,0,0,0,13.73474071,4.209e-05,-4.209e-05,142.32752,0.00258,-0.00258,0.941,0.011,-0.658,2.769,0.137,-0.137,746.4,27.9,-27.9,2.71,0.31,-0.31,634.0,,,38.11,15.01,-11.24,31.0,1.0,5196.0,153.0,-138.0,4.524,0.088,-0.072,0.772,0.088,-0.088,15.187,1
K01210.01,Kepler-791 b,1.0,0,0,0,0,14.55387488,9.874e-05,-9.874e-05,134.11669,0.00449,-0.00449,0.955,0.012,-0.671,6.973,0.28,-0.28,319.7,13.3,-13.3,3.45,0.62,-0.63,939.0,,,183.48,84.88,-67.13,26.8,1.0,6143.0,73.0,-85.0,4.177,0.149,-0.122,1.507,0.273,-0.273,14.377,1
K00016.01,,0.0,0,1,1,1,0.895277575,5.07e-07,-5.07e-07,133.411986,0.000504,-0.000504,0.928,0.022,-0.045,2.711,0.112,-0.112,534.5,4.8,-4.8,9.27,2.27,-4.56,4253.0,,,77480.31,56723.64,-60586.17,132.1,1.0,8040.0,224.0,-336.0,3.707,0.432,-0.108,3.325,0.817,-1.634,13.574,0
K00152.04,Kepler-79 e,0.976,0,0,0,0,81.0637895,0.0004077,-0.0004077,139.53492,0.0043,-0.0043,0.584,0.36,-0.379,3.001,0.126,-0.126,476.0,26.0,-26.0,03.01,0.56,-0.46,511.0,,,16.12,8.24,-5.53,19.4,4.0,6198.0,111.0,-136.0,4.237,0.13,-0.117,1.324,0.247,-0.202,13.914,1
K01278.01,Kepler-282 d,1.0,0,0,0,0,24.8056775,0.0001033,-0.0001033,145.07526,0.00319,-0.00319,0.007,0.415,-0.007,6.148,0.102,-0.102,624.4,16.5,-16.5,2.16,0.22,-0.22,588.0,,,28.22,8.8,-6.99,39.4,2.0,5600.0,112.0,-100.0,4.455,0.102,-0.077,0.872,0.088,-0.088,15.204,1
K00157.01,Kepler-11 c,1.0,0,0,0,0,13.02493307,1.263e-05,-1.263e-05,138.176157,0.000779,-0.000779,0.004,0.337,-0.004,4.5706,0.0283,-0.0283,778.4,6.7,-6.7,2.88,0.19,-0.18,786.0,,,90.1,20.51,-16.81,119.3,2.0,5657.0,113.0,-101.0,4.364,0.055,-0.045,1.046,0.068,-0.068,13.709,1
K01278.02,Kepler-282 e,1.0,0,0,0,0,44.3471936,0.0001723,-0.0001723,161.31738,0.0031,-0.0031,0.273,0.161,-0.273,6.43,0.106,-0.106,791.7,20.6,-20.6,2.45,0.25,-0.25,484.0,,,13.0,04.05,-3.22,40.5,1.0,5600.0,112.0,-100.0,4.455,0.102,-0.077,0.872,0.088,-0.088,15.204,1
K01278.03,Kepler-282 b,0.896,0,0,0,0,9.2207691,0.0001396,-0.0001396,138.0072,0.0145,-0.0145,0.037,0.411,-0.037,4.907,0.279,-0.279,140.0,11.6,-11.6,01.02,0.11,-0.1,817.0,,,105.63,32.94,-26.19,13.2,4.0,5600.0,112.0,-100.0,4.455,0.102,-0.077,0.872,0.088,-0.088,15.204,1
K01278.04,Kepler-282 c,0.992,0,0,0,0,13.6396648,0.0002304,-0.0002304,141.7301,0.0117,-0.0117,0.105,0.344,-0.105,5.425,0.3,-0.3,162.7,13.2,-13.2,1.1,0.11,-0.11,717.0,,,62.6,19.52,-15.52,13.3,3.0,5600.0,112.0,-100.0,4.455,0.102,-0.077,0.872,0.088,-0.088,15.204,1
K01337.01,Kepler-821 b,1.0,0,0,0,0,1.922799706,4.693e-06,-4.693e-06,134.50174,0.00199,-0.00199,0.036,0.439,-0.036,1.8604,0.0654,-0.0654,259.7,10.2,-10.2,1.28,0.11,-0.05,1215.0,,,514.44,122.17,-70.37,30.1,1.0,5194.0,72.0,-83.0,4.559,0.022,-0.072,0.815,0.067,-0.033,14.829,1
K01338.01,Kepler-822 b,1.0,0,0,0,0,3.222975318,9.285e-06,-9.285e-06,178.0701,0.0023,-0.0023,0.33,0.136,-0.33,2.9247,0.079,-0.079,232.7,8.4,-8.4,1.47,0.4,-0.21,1239.0,,,558.65,446.54,-197.63,31.3,1.0,5823.0,157.0,-174.0,4.427,0.101,-0.188,0.96,0.261,-0.14,14.609,1
K01339.01,Kepler-823 b,1.0,0,0,0,0,4.16811839,1.602e-05,-1.602e-05,134.89621,0.0029,-0.0029,0.709,0.021,-0.512,2.8084,0.0982,-0.0982,263.0,11.7,-11.7,2.28,0.35,-0.44,1277.0,,,628.73,256.92,-238.49,26.7,1.0,5689.0,77.0,-77.0,4.202,0.162,-0.108,1.313,0.204,-0.25,14.801,1
K01398.01,Kepler-1748 b,1.0,0,0,0,0,5.82348911,1.333e-05,-1.333e-05,354.99602,0.0016,-0.0016,0.877,0.05,-0.621,2.2441,0.0524,-0.0524,888.7,26.5,-26.5,3.0,0.87,-0.28,955.0,,,196.33,170.06,-55.9,38.1,1.0,5774.0,172.0,-189.0,4.526,0.048,-0.192,0.864,0.249,-0.083,15.898,1
K01400.01,,0.0,0,1,1,0,9.41475056,2.298e-05,-2.298e-05,142.32936,0.00187,-0.00187,1.148,14.56,-0.077,4.736,0.102,-0.102,483.4,10.2,-10.2,19.33,6.22,-2.07,962.0,,,202.58,187.35,-60.97,55.2,1.0,6406.0,158.0,-206.0,4.436,0.067,-0.216,1.033,0.332,-0.111,13.66,0
K01401.01,,,1,0,0,0,0.56669006,1.515e-06,-1.515e-06,133.81294,0.00138,-0.00138,0.7102,0.0482,-0.5054,2.1674,0.0666,-0.0666,104.6,2.8,-2.8,1.52,0.97,-0.24,2955.0,,,18023.71,35863.57,-7051.64,53.8,,6899.0,185.0,-255.0,4.273,0.09,-0.36,1.386,0.887,-0.22,13.44,0
K01402.01,Kepler-832 b,1.0,0,0,0,0,7.13969705,2.9e-05,-2.9e-05,137.18652,0.00348,-0.00348,0.027,0.425,-0.027,3.981,0.109,-0.109,512.9,21.4,-21.4,2.24,0.65,-0.26,965.0,,,205.23,180.35,-65.83,27.8,1.0,6014.0,190.0,-211.0,4.486,0.048,-0.192,0.993,0.286,-0.114,15.906,1
K01403.01,Kepler-833 b,1.0,0,0,0,0,18.75470238,5.267e-05,-5.267e-05,141.7172,0.00226,-0.00226,0.034,0.432,-0.034,3.0331,0.0764,-0.0764,995.3,34.4,-34.4,1.67,0.13,-0.18,382.0,,,05.03,1.8,-1.69,33.2,1.0,3976.0,159.0,-177.0,4.721,0.054,-0.041,0.54,0.042,-0.058,15.473,1
K01211.01,,0.001,0,0,1,0,3.00363219,1.364e-05,-1.364e-05,135.64129,0.00424,-0.00424,0.727,0.0,-0.537,3.732,0.111,-0.111,101.2,3.2,-3.2,1.43,0.24,-0.24,1571.0,,,1441.44,643.09,-494.12,38.5,1.0,6309.0,88.0,-75.0,4.217,0.149,-0.108,1.32,0.224,-0.224,12.476,0
K01212.01,Kepler-792 b,0.997,0,0,0,0,11.30123036,7.531e-05,-7.531e-05,134.91855,0.00483,-0.00483,0.117,0.329,-0.117,4.022,0.142,-0.142,277.1,16.6,-16.6,1.85,0.28,-0.23,852.0,,,124.42,49.34,-33.76,18.5,1.0,5730.0,77.0,-77.0,4.34,0.11,-0.11,1.122,0.169,-0.138,14.981,1
K01213.01,,0.0,0,1,1,1,0.796722833,1.889e-06,-1.889e-06,133.07985,0.00214,-0.00214,0.601,0.141,-0.385,2.4551,0.0812,-0.0812,107.1,3.0,-3.0,1.44,0.22,-0.35,2401.0,,,7844.64,3082.65,-3558.35,43.9,1.0,5959.0,80.0,-71.0,4.121,0.231,-0.099,1.334,0.199,-0.324,13.379,0
K01214.01,Kepler-793 b,1.0,0,0,0,0,4.24153629,2.203e-05,-2.203e-05,133.45522,0.00392,-0.00392,0.257,0.187,-0.257,2.971,0.147,-0.147,188.1,12.4,-12.4,1.44,0.39,-0.28,1177.0,,,452.95,368.97,-190.84,18.0,1.0,5776.0,172.0,-155.0,4.34,0.185,-0.185,1.047,0.283,-0.206,14.621,1
K01215.01,Kepler-277 b,1.0,0,0,0,0,17.32419108,6.368e-05,-6.368e-05,142.09977,0.00323,-0.00323,0.764,0.148,-0.531,8.045,0.102,-0.102,241.3,5.3,-5.3,3.14,0.45,-0.76,964.0,,,204.1,84.23,-95.49,49.1,1.0,5968.0,120.0,-108.0,3.972,0.21,-0.084,1.857,0.264,-0.452,13.42,1
K01279.01,Kepler-804 b,1.0,0,0,0,0,14.37457572,3.311e-05,-3.311e-05,138.20189,0.00192,-0.00192,0.035,0.384,-0.035,4.7892,0.057,-0.057,335.8,6.6,-6.6,1.94,0.29,-0.24,779.0,,,87.24,37.61,-25.3,55.2,1.0,5768.0,115.0,-115.0,4.358,0.121,-0.11,1.067,0.16,-0.131,13.749,1
K01279.02,Kepler-804 c,0.971,0,0,0,0,9.65188331,5.898e-05,-5.898e-05,132.15947,0.00491,-0.00491,0.122,0.342,-0.122,4.296,0.161,-0.161,103.2,5.8,-5.8,01.08,0.16,-0.14,890.0,,,148.32,63.94,-43.02,19.8,2.0,5768.0,115.0,-115.0,4.358,0.121,-0.11,1.067,0.16,-0.131,13.749,1
K01280.01,,0.0,0,0,1,1,6.0990118,2.052e-05,-2.052e-05,135.52357,0.00302,-0.00302,0.688,0.242,-0.427,3.6112,0.0957,-0.0957,227.5,6.9,-6.9,3.16,0.72,-1.57,1374.0,,,842.53,591.02,-650.6,39.3,1.0,5743.0,174.0,-156.0,3.881,0.517,-0.138,1.971,0.451,-0.977,13.951,0
K01281.01,Kepler-1742 b,0.989,0,0,0,0,49.4781446,0.0002006,-0.0002006,141.82465,0.0033,-0.0033,0.048,0.41,-0.048,2.493,0.102,-0.102,496.6,28.0,-28.0,1.88,0.52,-0.17,462.0,,,10.73,8.53,-2.82,20.4,1.0,5776.0,138.0,-155.0,4.554,0.035,-0.196,0.849,0.236,-0.079,14.427,1
